	OG	TSG
PBRM1_ENST00000296302	0.06902527527527529	0.9309747247247246
PBRM1	0.06902527527527529	0.9309747247247246
KDM5C_ENST00000452825	0.09563172043010752	0.9043682795698924
SAMD9L	0.14009842550727772	0.8599015744927222
AQP7_ENST00000539936	0.14009842550727772	0.8599015744927222
PER3	0.14009842550727772	0.8599015744927222
ATP11A	0.14009842550727772	0.8599015744927222
FAM71E2	0.14009842550727772	0.8599015744927222
AQP7_ENST00000379507	0.14009842550727772	0.8599015744927222
XPO5	0.14009842550727772	0.8599015744927222
ARHGAP5	0.14009842550727772	0.8599015744927222
LRCH2_ENST00000317135	0.14009842550727772	0.8599015744927222
AQP7	0.14009842550727772	0.8599015744927222
AKAP4	0.14009842550727772	0.8599015744927222
SFTPD	0.14009842550727772	0.8599015744927222
TBC1D12	0.14009842550727772	0.8599015744927222
SLC25A5	0.14009842550727772	0.8599015744927222
AASS	0.14009842550727772	0.8599015744927222
HIPK3	0.14009842550727772	0.8599015744927222
COL21A1	0.14009842550727772	0.8599015744927222
CCR5	0.14009842550727772	0.8599015744927222
NFASC_ENST00000339876	0.14009842550727772	0.8599015744927222
COG4	0.14009842550727772	0.8599015744927222
LRCH2	0.14009842550727772	0.8599015744927222
NFASC	0.14009842550727772	0.8599015744927222
SPTB_ENST00000542895	0.14009842550727772	0.8599015744927222
ATP11A_ENST00000375630	0.14009842550727772	0.8599015744927222
SMC3	0.14009842550727772	0.8599015744927222
ZNF462_ENST00000457913	0.14009842550727772	0.8599015744927222
SPTB	0.14009842550727772	0.8599015744927222
CCDC111	0.14009842550727772	0.8599015744927222
SETD2	0.15442089817089819	0.8455791018291018
SETD2_ENST00000409792	0.15442089817089819	0.8455791018291018
VHL	0.154728835978836	0.845271164021164
TP53_ENST00000545858	0.15978515958354667	0.8402148404164534
KDM5C	0.16155303030303028	0.8384469696969697
BAP1	0.16155303030303028	0.8384469696969697
TP53_ENST00000269305	0.16155303030303028	0.8384469696969697
TP53	0.16155303030303028	0.8384469696969697
SLC11A2	0.17265192245030955	0.8273480775496904
MRPL51	0.17265192245030955	0.8273480775496904
