	OG	TSG
CCND3	0.0	1.0
CALR	0.0	1.0
ASXL1	0.0	1.0
NFKBIE	0.0	1.0
TET2_ENST00000305737	0.03404255319148936	0.9659574468085106
PHIP	0.03404255319148936	0.9659574468085106
CNTLN	0.03404255319148936	0.9659574468085106
SMARCB1	0.03404255319148936	0.9659574468085106
MLLT4_ENST00000392108	0.03404255319148936	0.9659574468085106
CDKN2A_ENST00000446177	0.03404255319148936	0.9659574468085106
FAS	0.03404255319148936	0.9659574468085106
ASXL1_ENST00000306058	0.03404255319148936	0.9659574468085106
ZC3H13	0.03404255319148936	0.9659574468085106
SMARCB1_ENST00000344921	0.03404255319148936	0.9659574468085106
SIN3A_ENST00000567289	0.03404255319148936	0.9659574468085106
CDKN2A	0.03404255319148936	0.9659574468085106
RUNX1_ENST00000486278	0.03404255319148936	0.9659574468085106
GALK2	0.03404255319148936	0.9659574468085106
ZC3H13_ENST00000242848	0.03404255319148936	0.9659574468085106
HVCN1	0.03404255319148936	0.9659574468085106
NXF1_ENST00000531709	0.03404255319148936	0.9659574468085106
MLLT4_ENST00000366806	0.03404255319148936	0.9659574468085106
HIVEP1	0.03404255319148936	0.9659574468085106
TNFRSF14_ENST00000355716	0.03404255319148936	0.9659574468085106
CDKN2A_ENST00000498124	0.03404255319148936	0.9659574468085106
TET2	0.03404255319148936	0.9659574468085106
CCR7	0.03404255319148936	0.9659574468085106
OR51Q1	0.03404255319148936	0.9659574468085106
NXF1	0.03404255319148936	0.9659574468085106
ACTL6B	0.03404255319148936	0.9659574468085106
BCOR	0.037037037037037035	0.962962962962963
MYO7B	0.037037037037037035	0.962962962962963
MYO7B_ENST00000428314	0.037037037037037035	0.962962962962963
ARID1A	0.037037037037037035	0.962962962962963
NPM1	0.03783783783783784	0.9621621621621621
WAC	0.03783783783783784	0.9621621621621621
OR52D1	0.03783783783783784	0.9621621621621621
B2M_ENST00000544417	0.03783783783783784	0.9621621621621621
DNM2	0.03783783783783784	0.9621621621621621
TP53_ENST00000269305	0.05714285714285714	0.9428571428571428
KIAA2022	0.07107959022852639	0.9289204097714736
C14orf43	0.07107959022852639	0.9289204097714736
RB1_ENST00000267163	0.07107959022852639	0.9289204097714736
MLL2_ENST00000301067	0.07107959022852639	0.9289204097714736
MYO1B	0.07107959022852639	0.9289204097714736
ADAMTS19	0.07107959022852639	0.9289204097714736
DNAH5	0.07107959022852639	0.9289204097714736
CMYA5	0.07107959022852639	0.9289204097714736
SHROOM2	0.07107959022852639	0.9289204097714736
SLC45A1	0.07107959022852639	0.9289204097714736
GCN1L1	0.07107959022852639	0.9289204097714736
RTTN	0.07107959022852639	0.9289204097714736
ARID2	0.07107959022852639	0.9289204097714736
FNDC1	0.07107959022852639	0.9289204097714736
KMT2D	0.07107959022852639	0.9289204097714736
HERC2	0.07107959022852639	0.9289204097714736
TNIK	0.07107959022852639	0.9289204097714736
NF1	0.07107959022852639	0.9289204097714736
ZNF292_ENST00000369577	0.07107959022852639	0.9289204097714736
ARID1B	0.07107959022852639	0.9289204097714736
NF1_ENST00000358273	0.07107959022852639	0.9289204097714736
RB1	0.07107959022852639	0.9289204097714736
SP3_ENST00000310015	0.07107959022852639	0.9289204097714736
GPS2	0.07107959022852639	0.9289204097714736
CUX1	0.07107959022852639	0.9289204097714736
TBC1D4	0.07107959022852639	0.9289204097714736
ARID1B_ENST00000346085	0.07107959022852639	0.9289204097714736
CBLB_ENST00000394027	0.07107959022852639	0.9289204097714736
CSMD1_ENST00000318252	0.07107959022852639	0.9289204097714736
CBLB	0.07107959022852639	0.9289204097714736
SIN3A	0.07107959022852639	0.9289204097714736
TTN_ENST00000356127	0.07107959022852639	0.9289204097714736
ACTA2	0.0718803910293272	0.9281196089706729
TMEM67_ENST00000453321	0.0718803910293272	0.9281196089706729
C7orf72	0.0718803910293272	0.9281196089706729
TOR1AIP1	0.0718803910293272	0.9281196089706729
LUZP2	0.0718803910293272	0.9281196089706729
NHSL2	0.0718803910293272	0.9281196089706729
TACR3	0.0718803910293272	0.9281196089706729
MYB	0.0718803910293272	0.9281196089706729
UAP1	0.0718803910293272	0.9281196089706729
INTU_ENST00000296461	0.0718803910293272	0.9281196089706729
UBE2A	0.0718803910293272	0.9281196089706729
SETX	0.0718803910293272	0.9281196089706729
MCOLN3	0.0718803910293272	0.9281196089706729
PSAP	0.0718803910293272	0.9281196089706729
PCDHB7	0.0718803910293272	0.9281196089706729
LAMB4	0.0718803910293272	0.9281196089706729
DHRS1	0.0718803910293272	0.9281196089706729
GPC5	0.0718803910293272	0.9281196089706729
HDDC3_ENST00000394272	0.0718803910293272	0.9281196089706729
LEPR	0.0718803910293272	0.9281196089706729
KRT12	0.0718803910293272	0.9281196089706729
GMPPA_ENST00000373924	0.0718803910293272	0.9281196089706729
C6orf136	0.0718803910293272	0.9281196089706729
PIK3AP1_ENST00000371109	0.0718803910293272	0.9281196089706729
GPCPD1	0.0718803910293272	0.9281196089706729
C5orf22	0.0718803910293272	0.9281196089706729
HGSNAT_ENST00000458501	0.0718803910293272	0.9281196089706729
TTC30A	0.0718803910293272	0.9281196089706729
ADAM29	0.0718803910293272	0.9281196089706729
USP6_ENST00000304328	0.0718803910293272	0.9281196089706729
XKRX	0.0718803910293272	0.9281196089706729
RBM26	0.0718803910293272	0.9281196089706729
C10orf122	0.0718803910293272	0.9281196089706729
SLC15A1	0.0718803910293272	0.9281196089706729
NFATC2_ENST00000371564	0.0718803910293272	0.9281196089706729
CREB1_ENST00000432329	0.0718803910293272	0.9281196089706729
ITGAL	0.0718803910293272	0.9281196089706729
RFTN2	0.0718803910293272	0.9281196089706729
DCC	0.0718803910293272	0.9281196089706729
KBTBD6	0.0718803910293272	0.9281196089706729
SPATA6	0.0718803910293272	0.9281196089706729
INHBA	0.0718803910293272	0.9281196089706729
ASB17	0.0718803910293272	0.9281196089706729
PHKA2	0.0718803910293272	0.9281196089706729
RBBP6	0.0718803910293272	0.9281196089706729
MTMR8	0.0718803910293272	0.9281196089706729
GNA12	0.0718803910293272	0.9281196089706729
DDX10	0.0718803910293272	0.9281196089706729
FCAR_ENST00000433231	0.0718803910293272	0.9281196089706729
UTRN	0.0718803910293272	0.9281196089706729
NOC2L	0.0718803910293272	0.9281196089706729
HNRNPA2B1_ENST00000354667	0.0718803910293272	0.9281196089706729
ZEB2	0.0718803910293272	0.9281196089706729
PHC1	0.0718803910293272	0.9281196089706729
USH2A_ENST00000366943	0.0718803910293272	0.9281196089706729
CYP4F22	0.0718803910293272	0.9281196089706729
CDCP2	0.0718803910293272	0.9281196089706729
CDON	0.0718803910293272	0.9281196089706729
OLFM3	0.0718803910293272	0.9281196089706729
CLPTM1_ENST00000347493	0.0718803910293272	0.9281196089706729
MAPK14	0.0718803910293272	0.9281196089706729
FAM190A_ENST00000432775	0.0718803910293272	0.9281196089706729
BAX_ENST00000345358	0.0718803910293272	0.9281196089706729
OR2G2	0.0718803910293272	0.9281196089706729
STAU1	0.0718803910293272	0.9281196089706729
KLK11_ENST00000391804	0.0718803910293272	0.9281196089706729
KRTAP4-2_ENST00000458321	0.0718803910293272	0.9281196089706729
C3orf77_ENST00000309765	0.0718803910293272	0.9281196089706729
FGFR2_ENST00000357555	0.0718803910293272	0.9281196089706729
ZFYVE16	0.0718803910293272	0.9281196089706729
MAP6	0.0718803910293272	0.9281196089706729
FETUB	0.0718803910293272	0.9281196089706729
RETSAT	0.0718803910293272	0.9281196089706729
CPNE5	0.0718803910293272	0.9281196089706729
WDR54	0.0718803910293272	0.9281196089706729
Q8NH08_HUMAN	0.0718803910293272	0.9281196089706729
