Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Phosphoprotein	164	74.88584474885845	1.1048621032087322E-25	SCAF4, SEC31A, GRIK2, RBM6, TTK, PNISR, CCT3, DDX27, SLC16A1, SIN3A, CDKN2A, GATA3, PSIP1, ROBO2, ACIN1, STAG2, PAN3, DDX39B, HLA-A, BTBD7, ARID1A, ARID1B, GCC2, SP140, DEPDC5, SUZ12, KDM2B, EIF2AK1, CCR4, MGA, PDE4DIP, MAP7D1, COBL, FIP1L1, TFE3, BMPR2, NFKBIA, AHCTF1, CNTRL, SYCP2, LMAN1, FBXW7, NIPBL, PBRM1, BCOR, RUNX1, ASXL2, DNMT3A, ZC3H13, ZC3H18, ZMYM4, SMAD7, ZMYM3, ASXL1, MAP2K4, TGFBR2, ATAD2, BRCA2, YTHDC2, NXF1, TET2, RBMX, FOXP4, LARP4B, ATM, FNIP1, FXR1, NOTCH2, NOTCH1, HDAC2, PLK2, DCP1B, TSC2, SMARCC2, ZNF318, GRK4, NCOR1, RTN4, ZNF292, KDM6A, SLC20A1, LATS1, DAXX, LARP1, FUBP1, ACVR1B, GPC3, MCM7, DNAJC11, CASP8, QKI, SHC1, TWISTNB, IFNGR1, KDM5C, GOLGA2, AASDH, ATF7IP, SSBP1, CNTN6, SPECC1, ADNP, TP53, DIEXF, IFI16, MBNL1, RB1, MBD2, RAD50, USP28, ESRP1, RIN2, SRGAP3, ZFPM1, SRCAP, PRPF38B, CLOCK, KMT2D, CA14, USP9X, ZNF800, CTNND1, ARHGAP35, GON4L, ZNF365, ZNF34, TCF7L2, STAU2, SEC63, RGS12, MAP3K1, CHD2, BCL9L, NFATC4, WAC, USP35, TNRC6B, PIK3R1, TRIP12, RASA1, BCL9, COBLL1, SCLT1, PDS5B, NF2, MSH3, TBX3, NF1, PHF10, SMC6, AMBRA1, IWS1, ATRX, RPS6KA3, PHF14, BCORL1, SP3, ZBTB4, TCEB3, ZC3H11A, PTCH1, MIS18BP1, USP43, SETD2	219	8246	20581	1.8690584171431672	2.4306966270592108E-23	2.4306966270592108E-23	1.4064225259358864E-22
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	95	43.37899543378995	1.7280659828592666E-24	KDM6A, SCAF4, MED23, PNISR, DAXX, LARP1, FUBP1, MCM7, SIN3A, CDKN2A, GATA3, CASP8, PSIP1, ACIN1, TWISTNB, KDM5C, STAG2, ATF7IP, CGRRF1, DDX39B, TP53, MBD6, PAPD7, DIEXF, ARID1A, RB1, ARID1B, MBNL1, IFI16, MBD2, SP140, RAD50, SUZ12, USP28, KDM2B, ESRP1, MGA, TGIF1, ZFPM1, CLOCK, KMT2D, FIP1L1, TFE3, AHCTF1, SOX9, TCF7L2, WT1, DAZAP1, FBXW7, NIPBL, MORC4, CHD2, PBRM1, WAC, BCL9L, RUNX1, POLQ, ING1, TRIP12, BCL9, ASXL2, DNMT3A, ZC3H13, PDS5B, MSH3, ZC3H18, ZMYM4, SMAD7, ZMYM3, ATAD2, BRCA2, SMC6, TEAD2, NXF1, RBMX, IWS1, ATM, GPS2, NOTCH2, NOTCH1, RNF6, RPS6KA3, HDAC2, BCORL1, SP3, SMARCC2, TCEB3, ZNF318, ZC3H11A, ID3, MIS18BP1, SETD2, USP43, NCOR1, RNF111	212	2784	18224	2.9333387551507264	4.613936174234242E-22	4.613936174234242E-22	2.2681451398260367E-21
UP_KEYWORDS	Nucleus	125	57.077625570776256	3.663708308987255E-23	SCAF4, RBM6, MED23, PNISR, DDX27, SIN3A, CDKN2A, GATA3, PSIP1, ACIN1, STAG2, CGRRF1, DDX39B, BTBD7, ARID1A, ARID1B, SP140, SUZ12, KDM2B, MGA, TGIF1, PDE4DIP, FIP1L1, TFE3, AHCTF1, NFKBIA, SYCP2, SOX9, SYCP1, WT1, DAZAP1, FBXW7, NIPBL, ASB10, PBRM1, POLQ, RUNX1, BCOR, ASXL2, ZC3H13, DNMT3A, ZC3H18, SMAD7, ZMYM3, ASXL1, MAP2K4, BRCA2, ATAD2, TEAD2, NXF1, RBMX, FOXP4, AIM2, ATM, NOTCH2, NOTCH1, RNF6, HDAC2, DCP1B, SMARCC2, ZNF318, NCOR1, ZNF292, KDM6A, DAXX, ZNF14, FUBP1, MCM7, QKI, TWISTNB, KDM5C, ATF7IP, SPECC1, MBD6, ADNP, TP53, PAPD7, DIEXF, MBNL1, RB1, IFI16, MBD2, RAD50, USP28, ESRP1, ZFPM1, SRCAP, CLOCK, PRPF38B, KMT2D, ZNF800, CTNND1, ARHGAP35, GON4L, ZNF34, TCF7L2, STAU2, RGS12, MORC4, CHD2, WAC, ZNF750, NFATC4, BCL9L, ING1, TRIP12, BCL9, PDS5B, TBX3, NF2, NF1, SMC6, PHF10, CRIPAK, IWS1, ATRX, RPS6KA3, BCORL1, SP3, ZBTB4, TCEB3, MIS18BP1, ID3, SETD2, RNF111	219	5244	20581	2.2401117693976853	8.06015827977196E-21	4.03007913988598E-21	4.6636787335303233E-20
UP_KEYWORDS	Ubl conjugation	60	27.397260273972602	1.09737396991957E-16	SEC31A, LTN1, GRIK2, RBM6, PNISR, CCT3, DAXX, LARP1, FUBP1, ACVR1B, CDKN2A, SIN3A, ACIN1, DDX39B, TP53, HLA-A, ADNP, IFI16, SUZ12, KDM2B, MGA, CLOCK, KMT2D, TRIM17, TFE3, ZNF800, NFKBIA, TCF7L2, WT1, FBXW7, PBRM1, NFATC4, PIK3R1, DNMT3A, ZC3H13, NF2, ZMYM4, ZC3H18, SMAD7, SMC6, BRCA2, PHF10, RBMX, FOXP4, ATRX, NOTCH1, HDAC2, BCORL1, SP3, TSC2, SMARCC2, ZBTB4, ZC3H11A, ZNF318, PTCH1, MIS18BP1, SETD2, NCOR1, ARL13B, RNF111	219	1705	20581	3.307114449845338	2.4424906541753444E-14	8.104628079763643E-15	1.4432899320127035E-13
UP_KEYWORDS	Isopeptide bond	48	21.91780821917808	4.427062991260038E-16	KMT2D, SEC31A, GRIK2, ZNF800, NFKBIA, RBM6, GON4L, PNISR, CCT3, DAXX, TCF7L2, SYCP1, WT1, LARP1, RGS12, PBRM1, ACIN1, ZC3H13, ZC3H18, ZMYM4, SMAD7, DDX39B, TP53, ADNP, PHF10, IFI16, RBMX, FOXP4, ATRX, SUZ12, NOTCH1, KDM2B, HDAC2, BCORL1, SP3, SMARCC2, ZBTB4, MGA, ZC3H11A, ZNF318, PTCH1, MIS18BP1, MAP7D1, SETD2, NCOR1, CLOCK, ARL13B, RNF111	219	1132	20581	3.984897623311874	9.769962616701378E-14	2.4424906541753444E-14	5.662137425588298E-13
UP_KEYWORDS	Transcription	68	31.05022831050228	2.967728306708547E-14	ZNF292, MED23, DAXX, ZNF14, FUBP1, CDKN2A, SIN3A, GATA3, PSIP1, TWISTNB, KDM5C, ATF7IP, TP53, ADNP, ARID1A, RB1, IFI16, ARID1B, MBD2, SUZ12, KDM2B, MGA, TGIF1, ZFPM1, SRCAP, CLOCK, KMT2D, TFE3, ZNF800, CTNND1, ARHGAP35, GON4L, SOX9, TCF7L2, ZNF34, WT1, RGS12, CHD2, PBRM1, WAC, NFATC4, ZNF750, BCL9L, RUNX1, BCOR, ASXL2, TBX3, SMAD7, ASXL1, ATAD2, PHF10, TEAD2, RBMX, FOXP4, IWS1, ATRX, NOTCH2, NOTCH1, HDAC2, BCORL1, SP3, SMARCC2, ZBTB4, TCEB3, ZNF318, ID3, SETD2, NCOR1	219	2398	20581	2.6649072095848516	6.5214500466481695E-12	1.304290009329634E-12	3.773648060700907E-11
UP_KEYWORDS	Chromatin regulator	24	10.95890410958904	5.4025476406330834E-14	DNMT3A, KMT2D, KDM6A, ASXL1, ARID1A, RB1, ARID1B, TET2, DAXX, SUZ12, ATRX, KDM2B, HDAC2, BCORL1, SMARCC2, CHD2, PBRM1, WAC, BCOR, SETD2, ING1, NCOR1, SRCAP, KDM5C	219	287	20581	7.858717960956517	1.1894929485833927E-11	1.982525255073142E-12	6.882272529651345E-11
UP_KEYWORDS	Transcription regulation	65	29.68036529680365	3.1948188087608654E-13	ZNF292, MED23, DAXX, ZNF14, FUBP1, CDKN2A, SIN3A, GATA3, PSIP1, KDM5C, ATF7IP, TP53, ADNP, ARID1A, RB1, IFI16, ARID1B, MBD2, SUZ12, KDM2B, MGA, TGIF1, ZFPM1, SRCAP, CLOCK, KMT2D, TFE3, ZNF800, CTNND1, ARHGAP35, GON4L, SOX9, TCF7L2, ZNF34, WT1, CHD2, PBRM1, NFATC4, ZNF750, BCL9L, WAC, RUNX1, BCOR, ASXL2, TBX3, SMAD7, ASXL1, ATAD2, PHF10, TEAD2, FOXP4, IWS1, ATRX, NOTCH2, NOTCH1, HDAC2, BCORL1, SP3, SMARCC2, ZBTB4, TCEB3, ZNF318, ID3, SETD2, NCOR1	219	2332	20581	2.61943223916602	7.029488102716641E-11	1.0042078280037003E-11	4.067302050714261E-10
UP_KEYWORDS	Repressor	31	14.15525114155251	1.1996852226776587E-12	ARHGAP35, GON4L, DAXX, TCF7L2, SIN3A, RGS12, BCOR, RUNX1, KDM5C, ATF7IP, ASXL2, DNMT3A, TBX3, ASXL1, TP53, RB1, IFI16, RBMX, FOXP4, SUZ12, HDAC2, KDM2B, BCORL1, SP3, ZBTB4, MGA, TGIF1, ZNF318, ZFPM1, ID3, NCOR1	219	592	20581	4.921101752437369	2.639355400901877E-10	3.2991942511273464E-11	1.5271561792928878E-9
UP_KEYWORDS	Alternative splicing	163	74.42922374429224	3.0486174331008004E-12	SCAF4, SEC31A, SLC44A3, GRIK2, RBM6, TTK, MED23, PNISR, CCT3, ZNRF3, SLC16A1, SLC2A5, CDKN2A, GATA3, PSIP1, ROBO2, ACIN1, CDH24, STAG2, PAN3, DDX39B, HLA-A, BTBD7, ARID1A, ARID1B, GCC2, SP140, DEPDC5, KDM2B, EIF2AK1, MGA, TGIF1, PDE4DIP, MAP7D1, COBL, FIP1L1, ADAMTSL4, TFE3, BMPR2, AHCTF1, CNTRL, WT1, DAZAP1, FBXW7, NIPBL, KBTBD4, ASB10, RTKN2, PBRM1, BCOR, POLQ, RUNX1, ASXL2, DNMT3A, ZC3H13, ZC3H18, ZMYM4, SMAD7, ZMYM3, FAM111B, ASXL1, MAP2K4, TGFBR2, NIPA2, ATAD2, TEAD2, NXF1, TET2, RBMX, FOXP4, FNIP1, FXR1, RNF6, HDAC2, DCP1B, TSC2, SMARCC2, ZNF318, GRK4, NCOR1, ARL13B, RTN4, ZNF292, LTN1, LATS1, DAXX, LARP1, FUBP1, ACVR1B, GPC3, MCM7, XYLT2, DNAJC11, RMND5B, CASP8, QKI, SHC1, IFNGR1, KDM5C, GOLGA2, AASDH, ATF7IP, C9ORF84, SLC22A9, SPECC1, PAPD7, TP53, IFI16, NRXN1, MBNL1, MBD2, RAD50, USP28, ATP6V1C2, ESRP1, RIN2, SRGAP3, SRCAP, ASTE1, PRPF38B, LRRIQ3, KMT2D, TRIM17, USP9X, CTNND1, GON4L, ZNF365, TCF7L2, STAU2, PKD1L2, RGS12, MORC4, CHD2, BCL9L, NFATC4, WAC, USP35, TNRC6B, ING1, PIK3R1, TRIP12, RASA1, COBLL1, SCLT1, ABCA10, PDS5B, NF2, TBX3, NF1, PHF10, SMC6, AMBRA1, IWS1, GPS2, ATRX, PHF14, BCORL1, SP3, PTCH1, MIS18BP1, USP43, SETD2, RNF111	219	10587	20581	1.4468951108730315	6.707079336365496E-10	7.452305439414886E-11	3.8807734803469884E-9
